---------------------------------
Intention: Pulse testing
Sensor: Ketek Sipm PM3315
Amplifire: ThorLabs AMP220
ND Filter: ThorLabs ND06A
Water volume: 7.0dl
Data acquisition: Redpitaya STEMlab 125-14
Redpitaya decimation:65536
Redpitaya trigger level:0.015
Redpitaya trigger delay:7000
Location: JSI TRIGA reactor (F4)
Pulse ID: 702
Date and time:18/11/2022 13:32:30
---------------------------------
Time,Voltage
0.0,0.011707
0.0005243200019532442,0.011707
0.0010486400039064884,0.0115784
0.0015729600058597326,0.011707
0.002097280007812977,0.012093
0.002621600009766221,0.0122216
0.003145920011719465,0.0123503
0.0036702400136727096,0.012093
0.004194560015625954,0.0119643
0.004718880017579198,0.012093
0.005243200019532442,0.0119643
0.005767520021485686,0.0118357
0.00629184002343893,0.0119643
0.006816160025392174,0.011707
0.007340480027345419,0.0114497
0.007864800029298662,0.0114497
0.008389120031251907,0.0114497
0.008913440033205152,0.0114497
0.009437760035158395,0.0114497
0.00996208003711164,0.0114497
0.010486400039064883,0.0115784
0.011010720041018128,0.0115784
0.011535040042971373,0.0115784
0.012059360044924616,0.0110638
0.01258368004687786,0.0109351
0.013108000048831106,0.0106778
0.013632320050784349,0.0110638
0.014156640052737594,0.0110638
0.014680960054690839,0.0109351
0.015205280056644082,0.0110638
0.015729600058597325,0.0111924
0.01625392006055057,0.0111924
0.016778240062503814,0.0113211
0.01730256006445706,0.0115784
0.017826880066410304,0.011707
0.018351200068363546,0.011707
0.01887552007031679,0.011707
0.019399840072270035,0.011707
0.01992416007422328,0.0115784
0.020448480076176525,0.0115784
0.020972800078129766,0.0115784
0.02149712008008301,0.0115784
0.022021440082036256,0.0119643
0.0225457600839895,0.012093
0.023070080085942746,0.0123503
0.02359440008789599,0.012093
0.024118720089849232,0.0119643
0.024643040091802477,0.012093
0.02516736009375572,0.0119643
0.025691680095708967,0.0118357
0.02621600009766221,0.0119643
0.026740320099615453,0.011707
0.027264640101568698,0.0114497
0.027788960103521942,0.0113211
0.028313280105475187,0.0113211
0.028837600107428432,0.0114497
0.029361920109381677,0.0114497
0.02988624011133492,0.0114497
0.030410560113288163,0.0114497
0.030934880115241408,0.0114497
0.03145920011719465,0.0114497
0.031983520119147894,0.0110638
0.03250784012110114,0.0109351
0.033032160123054384,0.0106778
0.03355648012500763,0.0109351
0.034080800126960874,0.0110638
0.03460512012891412,0.0109351
0.03512944013086736,0.0110638
0.03565376013282061,0.0111924
0.03617808013477385,0.0110638
0.03670240013672709,0.0113211
0.037226720138680336,0.0115784
0.03775104014063358,0.0118357
0.038275360142586826,0.0118357
0.03879968014454007,0.011707
0.039324000146493315,0.011707
0.03984832014844656,0.011707
0.040372640150399805,0.011707
0.04089696015235305,0.011707
0.041421280154306295,0.0115784
0.04194560015625953,0.0119643
0.04246992015821278,0.012093
0.04299424016016602,0.0124789
0.04351856016211927,0.012093
0.04404288016407251,0.0119643
0.04456720016602576,0.012093
0.045091520167979,0.0119643
0.04561584016993225,0.0118357
0.04614016017188549,0.0119643
0.046664480173838736,0.0118357
0.04718880017579198,0.0115784
0.04771312017774522,0.0113211
0.048237440179698464,0.0113211
0.04876176018165171,0.0114497
0.049286080183604954,0.0114497
0.0498104001855582,0.0114497
0.05033472018751144,0.0114497
0.05085904018946469,0.0114497
0.05138336019141793,0.0114497
0.05190768019337118,0.0110638
0.05243200019532442,0.0109351
0.05295632019727767,0.0106778
0.053480640199230906,0.0109351
0.05400496020118415,0.0110638
0.054529280203137395,0.0109351
0.05505360020509064,0.0110638
0.055577920207043885,0.0111924
0.05610224020899713,0.0110638
0.056626560210950375,0.0113211
0.05715088021290362,0.0115784
0.057675200214856864,0.011707
0.05819952021681011,0.011707
0.058723840218763354,0.011707
0.05924816022071659,0.011707
0.05977248022266984,0.011707
0.06029680022462308,0.0115784
0.060821120226576326,0.0115784
0.06134544022852957,0.0115784
0.061869760230482816,0.0119643
0.06239408023243606,0.012093
0.0629184002343893,0.0123503
0.06344272023634255,0.0122216
0.06396704023829579,0.0119643
0.06449136024024904,0.012093
0.06501568024220228,0.0119643
0.06554000024415553,0.0118357
0.06606432024610877,0.0118357
0.06658864024806202,0.011707
0.06711296025001526,0.0115784
0.0676372802519685,0.0113211
0.06816160025392175,0.0113211
0.06868592025587499,0.0114497
0.06921024025782824,0.0114497
0.06973456025978148,0.0114497
0.07025888026173473,0.0114497
0.07078320026368796,0.0114497
0.07130752026564122,0.0114497
0.07183184026759445,0.0111924
0.0723561602695477,0.0109351
0.07288048027150094,0.0106778
0.07340480027345418,0.0108065
0.07392912027540743,0.0110638
0.07445344027736067,0.0109351
0.07497776027931392,0.0109351
0.07550208028126716,0.0111924
0.07602640028322041,0.0111924
0.07655072028517365,0.0113211
0.0770750402871269,0.0115784
0.07759936028908014,0.011707
0.07812368029103339,0.011707
0.07864800029298663,0.011707
0.07917232029493987,0.011707
0.07969664029689312,0.011707
0.08022096029884636,0.011707
0.08074528030079961,0.0115784
0.08126960030275285,0.0115784
0.0817939203047061,0.0118357
0.08231824030665934,0.012093
0.08284256030861259,0.0123503
0.08336688031056583,0.0122216
0.08389120031251907,0.0119643
0.08441552031447232,0.012093
0.08493984031642555,0.012093
0.0854641603183788,0.0118357
0.08598848032033204,0.0118357
0.0865128003222853,0.0118357
