698,1.30,65536,0.015,7000,ND06A,25,0.0599503,3.039428658941314,0.05468694438215681
699,1.50,65536,0.015,7000,ND06A,25,0.286629,0.1869556758012469,0.09439994922926082
700,1.70,65536,0.015,7000,ND10A,10,0.43792,0.08124947112781382,0.06900616016691201
701,1.90,65536,0.015,7000,ND20A,1,0.0903114,0.04664499461048067,0.017469923524608
702,2.00,65536,0.015,7000,ND20A,1,0.11707,0.040262889842611435,0.018217052615475203
703,1.80,65536,0.015,7000,ND20A,1,0.0699849,0.05510638876482344,0.016935120692838403
